"Description:","Unit:","Multiplier:","Currency:","Unique Identifier:","Series Name:",1919-01,1919-02,1919-03,1919-04,1919-05,1919-06,1919-07,1919-08,1919-09,1919-10,1919-11,1919-12,1920-01,1920-02,1920-03,1920-04,1920-05,1920-06,1920-07,1920-08,1920-09,1920-10,1920-11,1920-12,1921-01,1921-02,1921-03,1921-04,1921-05,1921-06,1921-07,1921-08,1921-09,1921-10,1921-11,1921-12,1922-01,1922-02,1922-03,1922-04,1922-05,1922-06,1922-07,1922-08,1922-09,1922-10,1922-11,1922-12,1923-01,1923-02,1923-03,1923-04,1923-05,1923-06,1923-07,1923-08,1923-09,1923-10,1923-11,1923-12,1924-01,1924-02,1924-03,1924-04,1924-05,1924-06,1924-07,1924-08,1924-09,1924-10,1924-11,1924-12,1925-01,1925-02,1925-03,1925-04,1925-05,1925-06,1925-07,1925-08,1925-09,1925-10,1925-11,1925-12,1926-01,1926-02,1926-03,1926-04,1926-05,1926-06,1926-07,1926-08,1926-09,1926-10,1926-11,1926-12,1927-01,1927-02,1927-03,1927-04,1927-05,1927-06,1927-07,1927-08,1927-09,1927-10,1927-11,1927-12,1928-01,1928-02,1928-03,1928-04,1928-05,1928-06,1928-07,1928-08,1928-09,1928-10,1928-11,1928-12,1929-01,1929-02,1929-03,1929-04,1929-05,1929-06,1929-07,1929-08,1929-09,1929-10,1929-11,1929-12,1930-01,1930-02,1930-03,1930-04,1930-05,1930-06,1930-07,1930-08,1930-09,1930-10,1930-11,1930-12,1931-01,1931-02,1931-03,1931-04,1931-05,1931-06,1931-07,1931-08,1931-09,1931-10,1931-11,1931-12,1932-01,1932-02,1932-03,1932-04,1932-05,1932-06,1932-07,1932-08,1932-09,1932-10,1932-11,1932-12,1933-01,1933-02,1933-03,1933-04,1933-05,1933-06,1933-07,1933-08,1933-09,1933-10,1933-11,1933-12,1934-01,1934-02,1934-03,1934-04,1934-05,1934-06,1934-07,1934-08,1934-09,1934-10,1934-11,1934-12,1935-01,1935-02,1935-03,1935-04,1935-05,1935-06,1935-07,1935-08,1935-09,1935-10,1935-11,1935-12,1936-01,1936-02,1936-03,1936-04,1936-05,1936-06,1936-07,1936-08,1936-09,1936-10,1936-11,1936-12,1937-01,1937-02,1937-03,1937-04,1937-05,1937-06,1937-07,1937-08,1937-09,1937-10,1937-11,1937-12,1938-01,1938-02,1938-03,1938-04,1938-05,1938-06,1938-07,1938-08,1938-09,1938-10,1938-11,1938-12,1939-01,1939-02,1939-03,1939-04,1939-05,1939-06,1939-07,1939-08,1939-09,1939-10,1939-11,1939-12,1940-01,1940-02,1940-03,1940-04,1940-05,1940-06,1940-07,1940-08,1940-09,1940-10,1940-11,1940-12,1941-01,1941-02,1941-03,1941-04,1941-05,1941-06,1941-07,1941-08,1941-09,1941-10,1941-11,1941-12,1942-01,1942-02,1942-03,1942-04,1942-05,1942-06,1942-07,1942-08,1942-09,1942-10,1942-11,1942-12,1943-01,1943-02,1943-03,1943-04,1943-05,1943-06,1943-07,1943-08,1943-09,1943-10,1943-11,1943-12,1944-01,1944-02,1944-03,1944-04,1944-05,1944-06,1944-07,1944-08,1944-09,1944-10,1944-11,1944-12,1945-01,1945-02,1945-03,1945-04,1945-05,1945-06,1945-07,1945-08,1945-09,1945-10,1945-11,1945-12,1946-01,1946-02,1946-03,1946-04,1946-05,1946-06,1946-07,1946-08,1946-09,1946-10,1946-11,1946-12,1947-01,1947-02,1947-03,1947-04,1947-05,1947-06,1947-07,1947-08,1947-09,1947-10,1947-11,1947-12,1948-01,1948-02,1948-03,1948-04,1948-05,1948-06,1948-07,1948-08,1948-09,1948-10,1948-11,1948-12,1949-01,1949-02,1949-03,1949-04,1949-05,1949-06,1949-07,1949-08,1949-09,1949-10,1949-11,1949-12,1950-01,1950-02,1950-03,1950-04,1950-05,1950-06,1950-07,1950-08,1950-09,1950-10,1950-11,1950-12,1951-01,1951-02,1951-03,1951-04,1951-05,1951-06,1951-07,1951-08,1951-09,1951-10,1951-11,1951-12,1952-01,1952-02,1952-03,1952-04,1952-05,1952-06,1952-07,1952-08,1952-09,1952-10,1952-11,1952-12,1953-01,1953-02,1953-03,1953-04,1953-05,1953-06,1953-07,1953-08,1953-09,1953-10,1953-11,1953-12,1954-01,1954-02,1954-03,1954-04,1954-05,1954-06,1954-07,1954-08,1954-09,1954-10,1954-11,1954-12,1955-01,1955-02,1955-03,1955-04,1955-05,1955-06,1955-07,1955-08,1955-09,1955-10,1955-11,1955-12,1956-01,1956-02,1956-03,1956-04,1956-05,1956-06,1956-07,1956-08,1956-09,1956-10,1956-11,1956-12,1957-01,1957-02,1957-03,1957-04,1957-05,1957-06,1957-07,1957-08,1957-09,1957-10,1957-11,1957-12,1958-01,1958-02,1958-03,1958-04,1958-05,1958-06,1958-07,1958-08,1958-09,1958-10,1958-11,1958-12,1959-01,1959-02,1959-03,1959-04,1959-05,1959-06,1959-07,1959-08,1959-09,1959-10,1959-11,1959-12,1960-01,1960-02,1960-03,1960-04,1960-05,1960-06,1960-07,1960-08,1960-09,1960-10,1960-11,1960-12,1961-01,1961-02,1961-03,1961-04,1961-05,1961-06,1961-07,1961-08,1961-09,1961-10,1961-11,1961-12,1962-01,1962-02,1962-03,1962-04,1962-05,1962-06,1962-07,1962-08,1962-09,1962-10,1962-11,1962-12,1963-01,1963-02,1963-03,1963-04,1963-05,1963-06,1963-07,1963-08,1963-09,1963-10,1963-11,1963-12,1964-01,1964-02,1964-03,1964-04,1964-05,1964-06,1964-07,1964-08,1964-09,1964-10,1964-11,1964-12,1965-01,1965-02,1965-03,1965-04,1965-05,1965-06,1965-07,1965-08,1965-09,1965-10,1965-11,1965-12,1966-01,1966-02,1966-03,1966-04,1966-05,1966-06,1966-07,1966-08,1966-09,1966-10,1966-11,1966-12,1967-01,1967-02,1967-03,1967-04,1967-05,1967-06,1967-07,1967-08,1967-09,1967-10,1967-11,1967-12,1968-01,1968-02,1968-03,1968-04,1968-05,1968-06,1968-07,1968-08,1968-09,1968-10,1968-11,1968-12,1969-01,1969-02,1969-03,1969-04,1969-05,1969-06,1969-07,1969-08,1969-09,1969-10,1969-11,1969-12,1970-01,1970-02,1970-03,1970-04,1970-05,1970-06,1970-07,1970-08,1970-09,1970-10,1970-11,1970-12,1971-01,1971-02,1971-03,1971-04,1971-05,1971-06,1971-07,1971-08,1971-09,1971-10,1971-11,1971-12,1972-01,1972-02,1972-03,1972-04,1972-05,1972-06,1972-07,1972-08,1972-09,1972-10,1972-11,1972-12,1973-01,1973-02,1973-03,1973-04,1973-05,1973-06,1973-07,1973-08,1973-09,1973-10,1973-11,1973-12,1974-01,1974-02,1974-03,1974-04,1974-05,1974-06,1974-07,1974-08,1974-09,1974-10,1974-11,1974-12,1975-01,1975-02,1975-03,1975-04,1975-05,1975-06,1975-07,1975-08,1975-09,1975-10,1975-11,1975-12,1976-01,1976-02,1976-03,1976-04,1976-05,1976-06,1976-07,1976-08,1976-09,1976-10,1976-11,1976-12,1977-01,1977-02,1977-03,1977-04,1977-05,1977-06,1977-07,1977-08,1977-09,1977-10,1977-11,1977-12,1978-01,1978-02,1978-03,1978-04,1978-05,1978-06,1978-07,1978-08,1978-09,1978-10,1978-11,1978-12,1979-01,1979-02,1979-03,1979-04,1979-05,1979-06,1979-07,1979-08,1979-09,1979-10,1979-11,1979-12,1980-01,1980-02,1980-03,1980-04,1980-05,1980-06,1980-07,1980-08,1980-09,1980-10,1980-11,1980-12,1981-01,1981-02,1981-03,1981-04,1981-05,1981-06,1981-07,1981-08,1981-09,1981-10,1981-11,1981-12,1982-01,1982-02,1982-03,1982-04,1982-05,1982-06,1982-07,1982-08,1982-09,1982-10,1982-11,1982-12,1983-01,1983-02,1983-03,1983-04,1983-05,1983-06,1983-07,1983-08,1983-09,1983-10,1983-11,1983-12,1984-01,1984-02,1984-03,1984-04,1984-05,1984-06,1984-07,1984-08,1984-09,1984-10,1984-11,1984-12,1985-01,1985-02,1985-03,1985-04,1985-05,1985-06,1985-07,1985-08,1985-09,1985-10,1985-11,1985-12,1986-01,1986-02,1986-03,1986-04,1986-05,1986-06,1986-07,1986-08,1986-09,1986-10,1986-11,1986-12,1987-01,1987-02,1987-03,1987-04,1987-05,1987-06,1987-07,1987-08,1987-09,1987-10,1987-11,1987-12,1988-01,1988-02,1988-03,1988-04,1988-05,1988-06,1988-07,1988-08,1988-09,1988-10,1988-11,1988-12,1989-01,1989-02,1989-03,1989-04,1989-05,1989-06,1989-07,1989-08,1989-09,1989-10,1989-11,1989-12,1990-01,1990-02,1990-03,1990-04,1990-05,1990-06,1990-07,1990-08,1990-09,1990-10,1990-11,1990-12,1991-01,1991-02,1991-03,1991-04,1991-05,1991-06,1991-07,1991-08,1991-09,1991-10,1991-11,1991-12,1992-01,1992-02,1992-03,1992-04,1992-05,1992-06,1992-07,1992-08,1992-09,1992-10,1992-11,1992-12,1993-01,1993-02,1993-03,1993-04,1993-05,1993-06,1993-07,1993-08,1993-09,1993-10,1993-11,1993-12,1994-01,1994-02,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04
"Total index; s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B50001.S,IP.B50001.S,4.8654,4.6504,4.5160,4.5966,4.6235,4.9192,5.2149,5.2955,5.1880,5.1342,5.0536,5.1342,5.6181,5.6181,5.5106,5.2149,5.3493,5.4030,5.2686,5.2955,5.1073,4.8923,4.4891,4.2203,3.9784,3.8977,3.7902,3.7902,3.8977,3.8708,3.8439,3.9784,4.0052,4.2472,4.1934,4.1665,4.3278,4.5160,4.7579,4.5966,4.8385,5.0805,5.0805,4.9729,5.2417,5.5374,5.7794,5.9406,5.8062,5.8869,6.0751,6.2095,6.2901,6.2363,6.1826,6.0751,5.9406,5.9138,5.9138,5.7794,5.9138,6.0213,5.9138,5.7256,5.4837,5.2417,5.1611,5.3493,5.5374,5.6718,5.7794,5.9406,6.1288,6.1288,6.1288,6.1826,6.1557,6.1019,6.2632,6.1557,6.0751,6.3170,6.4514,6.5320,6.4245,6.4245,6.5051,6.5051,6.4514,6.5320,6.5589,6.6396,6.7471,6.7471,6.7202,6.6933,6.6664,6.7202,6.8008,6.6396,6.6933,6.6664,6.5858,6.5858,6.4783,6.3439,6.3439,6.3707,6.5051,6.5589,6.6127,6.5858,6.6664,6.7202,6.8008,6.9352,6.9890,7.1234,7.2578,7.3922,7.4997,7.4728,7.4997,7.6341,7.7685,7.8223,7.9298,7.8492,7.7954,7.6610,7.2847,6.9621,6.9621,6.9352,6.8277,6.7740,6.6664,6.4783,6.1826,6.0482,5.9406,5.7794,5.6450,5.5106,5.4837,5.5106,5.6181,5.6450,5.5643,5.4299,5.3493,5.1611,4.9192,4.7310,4.6772,4.6504,4.5160,4.4084,4.3547,4.0590,3.9246,3.7902,3.6827,3.7902,4.0321,4.1665,4.1665,4.0859,4.0052,4.0321,3.7902,4.0590,4.7310,5.4568,5.9675,5.7256,5.4030,5.1342,4.8385,4.8654,5.0267,5.2686,5.5106,5.5106,5.6181,5.5106,5.1342,5.0805,4.7848,4.9998,5.0536,5.3761,5.8062,5.9138,5.8869,5.7794,5.7794,5.8600,5.8600,6.0750,6.2363,6.4245,6.5589,6.6395,6.5320,6.3707,6.4514,6.8546,6.9890,7.1234,7.2578,7.3653,7.4997,7.6073,7.8223,8.0642,8.0373,8.1449,8.3330,8.3330,8.3599,8.2524,8.3062,8.2524,7.9836,7.3922,6.6664,6.0750,5.9406,5.8869,5.8869,5.7794,5.6450,5.6987,6.0213,6.3439,6.5320,6.6933,6.9621,7.0428,7.0428,7.0965,7.1234,7.0965,7.0696,7.2309,7.4460,7.5535,8.0105,8.4137,8.6287,8.6287,8.5212,8.2524,8.0642,8.2255,8.4674,8.7362,8.8438,8.8975,9.0857,9.2201,9.4351,9.7577,9.9996,10.2953,10.6179,10.6448,11.1286,11.2093,11.3437,11.4781,11.4781,11.5856,11.6394,11.8275,12.0695,12.2845,12.4189,12.0695,12.0963,12.1232,12.4189,12.7952,13.0909,13.5210,13.8436,14.1662,14.3006,14.6769,14.7844,14.9726,15.0801,14.9995,15.4564,15.7790,16.1822,16.4241,16.6392,16.4241,16.6123,16.7467,16.7198,16.7198,16.6123,16.5585,16.5317,16.7467,16.6392,16.6930,16.5585,16.5048,16.3435,16.2897,16.1822,15.8865,15.4564,15.1070,14.7576,13.2253,12.0426,11.5587,11.9888,12.0426,11.3706,10.8061,11.9351,11.7200,11.2899,11.9888,12.3920,12.8490,13.0909,13.3329,13.4135,13.4941,13.6554,13.7361,13.8167,13.7092,13.7629,13.7629,13.6823,13.7629,13.8705,14.0049,14.1930,14.2468,14.3274,14.3543,14.1931,14.2199,14.4618,14.6500,14.6500,14.5962,14.4887,14.5963,14.4081,14.2737,14.1393,14.0049,13.7361,13.6554,13.4673,13.4404,13.4135,13.5479,13.6823,13.1716,13.5210,13.7629,14.0049,14.0586,14.5156,14.9995,15.3489,15.8059,16.3166,16.8274,16.7198,16.8273,16.8005,17.0962,17.1499,17.2575,17.3381,17.3650,17.3112,17.2306,16.9618,16.8005,16.9080,16.8811,17.0155,17.1230,17.3112,17.4187,17.4725,17.3112,17.1499,16.9886,16.7198,17.7951,18.4402,18.6284,19.0047,19.1122,19.1660,19.2735,19.4348,19.5154,19.6229,19.5423,19.7842,19.6767,19.2735,19.1122,18.6553,18.1983,18.0639,18.1176,18.0101,17.9026,18.0101,18.0639,18.0907,18.0639,18.0908,18.3058,18.6015,18.8434,19.2735,19.5154,19.9724,20.2143,20.5369,20.5638,20.7251,20.6982,20.8326,21.1820,21.2358,21.3164,21.4508,21.2627,21.2627,21.4240,21.2358,21.0476,20.4025,21.2358,21.7197,21.9078,21.7197,22.0422,21.9616,22.1766,22.1498,21.8541,21.7734,21.8272,21.9616,21.9616,21.7734,21.4508,20.9401,20.5369,20.1606,19.7305,19.4885,19.1660,19.3541,19.8649,20.1606,20.5638,20.7520,20.9939,21.6121,21.6390,21.9616,22.3917,22.7142,23.1981,23.5476,23.5744,23.0099,22.2304,22.2035,22.0422,22.1766,23.5475,24.1658,23.9508,23.7357,23.5476,23.5207,23.2250,23.1443,23.1175,22.8755,22.8487,22.5261,22.0960,22.1229,22.0960,22.2304,22.6874,23.0368,23.3594,23.6282,23.8432,23.8164,24.2733,24.6497,24.8647,24.6496,25.0529,25.1873,25.2410,25.2141,25.1604,25.4023,25.4292,25.5905,25.6174,25.7249,25.7249,25.9130,26.2088,26.3700,26.6120,26.9345,27.0152,26.9076,26.9614,27.2302,27.4184,27.5528,27.4990,27.7409,27.9291,27.9291,28.3861,28.5474,28.6280,28.8162,29.0043,29.1119,28.7087,29.5957,29.9452,30.2677,30.4559,30.8591,30.9935,31.2354,31.4774,31.7731,31.9075,31.9881,32.3107,32.4451,32.8483,33.1709,33.3859,33.8429,33.8967,34.2192,34.3805,34.5687,34.5955,34.9181,35.1600,34.9181,34.9987,35.1638,34.7650,34.5691,34.8951,34.5907,34.5863,34.5076,35.1687,35.1116,35.3976,35.9038,36.2905,36.2514,36.3813,36.4949,36.5477,36.9577,37.0934,37.0366,37.1399,37.2806,37.3546,37.8378,37.9573,38.1869,38.4313,38.7326,38.5901,38.4443,38.8198,39.0248,39.1145,39.1057,39.1171,38.7484,38.6444,37.9288,37.9038,37.8546,37.7573,37.7133,37.5913,37.6836,37.6164,37.3571,36.6098,36.3881,37.2237,37.5101,37.4386,37.3980,37.6080,37.7989,37.9574,37.8472,37.6276,38.2391,38.5253,38.6888,39.1355,40.0728,40.4789,40.7610,41.1654,41.1693,41.2778,41.2389,41.8050,42.1288,42.6703,43.1755,43.6617,43.9783,44.6103,44.6294,44.5680,44.8608,44.9186,45.0850,45.0221,45.3801,45.7462,45.9548,45.8252,45.5207,45.3825,45.3798,45.2470,45.6083,45.5216,45.6136,45.1303,45.1377,44.9950,43.5148,41.9503,41.3689,40.4252,39.9804,40.0572,39.9402,40.1927,40.6115,41.0114,41.5422,41.7224,41.7797,42.3462,42.9082,43.3407,43.4281,43.6518,43.8315,43.8775,44.1248,44.4262,44.5711,44.5600,45.2454,45.7310,45.4156,46.1358,46.7158,47.1719,47.5410,47.9063,47.9714,48.0157,48.2097,48.2839,48.3755,48.4573,47.7512,48.0098,48.9358,49.9074,50.1513,50.4751,50.4371,50.6393,50.7631,51.1523,51.5456,51.8060,51.5250,51.7780,51.9382,51.3251,51.7782,51.7865,51.7029,51.3658,51.3623,51.7175,51.6341,51.6694,51.9440,51.9633,51.7454,50.7197,49.4766,48.8383,48.4907,48.6456,49.4578,50.0861,50.9209,51.2570,50.9328,50.7237,50.9806,50.7661,51.0552,51.3214,51.6555,51.5903,51.3429,50.9463,50.3546,49.8086,48.7877,49.7839,49.4477,48.9913,48.6669,48.5415,48.3775,47.9382,47.8139,47.3575,47.2078,46.8713,47.7398,47.4484,47.8426,48.4483,48.7470,49.0434,49.7739,50.3640,51.0937,51.4902,51.7210,51.9769,53.0088,53.2486,53.5028,53.8233,54.1104,54.3075,54.4587,54.5239,54.3696,54.3474,54.5290,54.5556,54.5270,54.6871,54.7673,54.6467,54.7396,54.7110,54.4365,54.6121,54.8147,54.6228,54.8123,55.3553,55.6453,55.2634,54.8728,54.9350,55.0399,54.8260,55.1670,55.0726,55.2237,55.4589,55.6763,56.2078,55.9911,56.7373,56.8136,57.1850,57.5424,57.8502,58.2421,58.6784,58.9088,59.7008,59.9956,60.3246,60.3090,60.6122,60.7452,61.1080,60.9843,61.1615,61.1710,61.4771,61.2785,61.5488,61.7049,61.9851,62.1677,61.8916,62.0508,62.0289,61.6871,61.6857,61.0896,61.6847,61.4794,61.4014,61.6081,61.9588,61.6352,62.1951,62.4916,62.3511,62.5353,62.7479,62.6435,62.8704,62.8839,62.4973,61.7175,61.2885,61.0842,60.6387,60.2973,60.4524,61.0587,61.5514,61.7201,61.7289,62.2369,62.1718,62.0894,61.8060,61.4823,61.9192,62.4403,62.9199,63.1268,63.1624,63.7348,63.3802,63.5834,64.0178,64.2628,64.3599,64.6135,64.9262,64.8627,65.0423,64.8006,64.9476,65.1142,65.0421,65.3749,65.8630,66.1696,66.5531,66.7591,66.8019,67.4704,67.8707,68.1870,68.6450,68.7317,69.1882,69.3935,69.9576,70.4288,71.1273,71.2635,71.1758,71.2796,71.1538,71.4997,71.7327,71.4334,72.3723,72.6543,72.5336,72.7170,72.9638,72.5712,73.6207,73.5141,74.2491,74.8142,75.3726,75.3738,75.7557,76.2302,76.2157,76.8973,77.3772,77.5135,78.4255,78.9197,78.9848,79.4296,79.7971,80.4666,81.2825,82.0327,82.7656,83.4270,83.7840,84.1564,84.3066,84.3420,84.6339,85.1867,84.6809,84.3445,86.0816,86.0023,86.5910,86.5115,86.8615,87.2205,87.7260,87.9125,88.1082,88.6483,88.5903,89.1098,89.5007,89.1304,90.2709,90.7528,91.4784,91.4092,91.7245,92.0830,92.6659,92.9347,93.0018,92.8373,92.5910,92.9827,92.6400,92.6604,92.3457,91.8908,91.2851,91.0585,90.7384,90.2607,89.7811,89.2352,89.1570,88.6749,88.4051,87.8860,87.8518,88.4634,88.4578,89.1265,89.5507,89.9348,90.6736,90.6436,90.5505,90.6373,90.3988,90.8947,90.3906,91.1369,91.2505,91.0006,90.4311,90.4000,90.5196,90.9869,90.7933,91.3819,91.5049,92.1265,92.1732,92.3268,92.8995,92.5368,92.8957,93.5845,92.8651,93.5502,93.6301,93.7353,94.5695,94.8015,95.5415,95.8785,96.5709,96.4345,96.6347,96.7251,97.1483,96.8397,97.1584,95.2764,96.4411,97.5016,97.9723,98.1270,98.1687,98.3913,98.6826,98.7074,99.0398,98.9751,99.4047,99.2246,99.1229,99.0963,100.1125,99.7546,100.7166,100.8952,101.5723,101.6269,101.6547,101.4953,101.6943,101.9428,101.6446,102.2167,102.2764,102.1493,101.7756,101.4508,100.7554,100.1336,99.8728,99.4194,97.8491,93.5576,94.4985,93.2617,90.6266,88.3712,87.8430,86.4689,85.7903,84.9436,84.6746,85.6853,86.6393,87.3821,87.5809,87.9388,88.2404,89.1897,89.5046,90.1356,90.4607,91.7014,91.9033,92.2549,92.5936,92.8533,92.6033,92.6686,93.5916,93.3889,93.0045,93.9684,93.6571,93.7723,94.0493,94.4958,95.0974,95.0244,95.6891,95.6778,96.1809,96.7595,97.0662,96.5609,97.2510,97.4595,97.4768,97.6714,97.2734,97.2217,97.5311,97.9084,98.1884,98.1736,98.6434,99.0470,98.9445,99.0383,99.2221,98.8987,99.4897,100.0210,99.9037,100.1582,100.3740,99.9899,100.7471,101.7435,101.8273,102.2392,102.5774,102.7954,102.6322,102.9417,102.9611,103.5978,103.6151,102.7923,102.1366,101.7869,101.2255,100.7675,100.4588,101.0893,100.9165,100.6330,100.1563,99.4366,98.9471,99.4391,98.9232,98.1635,98.4775,98.2549,98.7315,98.8452,98.7427,98.6552,98.7237,98.3443,99.0406,98.8158,98.4356,99.0492,100.0416,100.1280,100.3370,100.0865,99.6323,99.7482,100.9893,101.2493,101.4871,101.4852,101.7319,102.1943,103.3551,102.3810,103.2256,103.3561,104.0585,104.1038,103.9297,104.0126,104.0451,103.3598,102.8251,102.8361,102.2748,102.4176,102.5425,102.0057,102.7814,102.4601,101.5878,102.1494,101.9421,101.3372,101.6718,97.6060,84.6812,86.0108,91.6745,95.0037,95.9294,95.8914,96.5256,96.9529,98.2039,98.8135,95.5072,98.1929,98.3317,99.1867,99.6483,100.0668,100.0412,98.9955,100.3542,101.2684,101.1948,101.2146,101.8458,102.6732,102.9024,102.9659,102.8224,103.0505,103.1703,103.5326,103.4442,103.1058,101.8266,102.7476,102.8003,102.8143,103.2241,102.9809,102.3809,103.0722,103.0951,103.3081,102.5781,102.8868,102.6309,101.4830,102.7267,102.5186,102.3568,102.9797,103.2534,102.5192,103.0196,102.5954,102.2138,101.9503,103.0723,103.2131,104.1490,103.8865,103.8799
